domain,topic_slug,topic_title,learning_unit_id,learning_unit_title,objective,track,depth,prerequisites,resource_role,provider,resource_title,resource_type,url,exactness,boundary_type,start_timestamp,end_timestamp,video_duration,section_start,section_end,estimated_minutes,estimate_confidence,verification_status,concepts_covered,practice_type,practice_quantity,practice_destination,practice_url,practice_minutes,project,revision_summary
CS Foundations,cf-formatter,Formatter,cf-formatter-core,Formatter,Apply automatic formatting.,ALWAYS_ON,WORKING_KNOWLEDGE,cf-debugger,PRIMARY,GeeksforGeeks,GFG — Code Formatting in Software Engineering,documentation,https://www.geeksforgeeks.org/code-formatting-in-software-engineering/,EXACT,ARTICLE_SECTION,,,18,code-formatting-in-software-engineering,code-formatting-in-software-engineering,18,MEDIUM,VERIFIED_COVERAGE,formatter-style,SELF_REFLECTION,3,,,6,,1d→3d→7d→14d→30d adaptive
CS Foundations,cf-linter,Linter,cf-linter-core,Linter,Run a linter and interpret one warning.,ALWAYS_ON,WORKING_KNOWLEDGE,cf-formatter,PRIMARY,GeeksforGeeks,GFG — Linting in Software Development,documentation,https://www.geeksforgeeks.org/linting-in-software-development/,EXACT,ARTICLE_SECTION,,,18,linting-in-software-development,linting-in-software-development,18,MEDIUM,VERIFIED_COVERAGE,linter-static-hint,SELF_REFLECTION,3,,,6,,1d→3d→7d→14d→30d adaptive
CS Foundations,cf-dev-package-manager,Package manager,cf-dev-package-manager-core,Package manager,Explain application-level package managers vs OS packages.,ALWAYS_ON,WORKING_KNOWLEDGE,cf-linter,PRIMARY,GeeksforGeeks,GFG — Package Manager in Operating System,documentation,https://www.geeksforgeeks.org/package-manager-in-operating-system/,EXACT,ARTICLE_SECTION,,,18,package-manager-in-operating-system,package-manager-in-operating-system,18,MEDIUM,VERIFIED_COVERAGE,package-manager-language-vs-os;package-manager-pip,SELF_REFLECTION,3,,,6,,1d→3d→7d→14d→30d adaptive
CS Foundations,cf-build-system,Build system,cf-build-system-core,Build system,Explain why build tools exist.,ALWAYS_ON,WORKING_KNOWLEDGE,cf-dev-package-manager,PRIMARY,GeeksforGeeks,GFG — Build Systems in Software Engineering,documentation,https://www.geeksforgeeks.org/build-systems-in-software-engineering/,EXACT,ARTICLE_SECTION,,,18,build-systems-in-software-engineering,build-systems-in-software-engineering,18,MEDIUM,VERIFIED_COVERAGE,build-repeatable,SELF_REFLECTION,3,,,6,,1d→3d→7d→14d→30d adaptive
CS Foundations,cf-dependency-management,Dependency management,cf-dependency-management-core,Dependency management,Explain direct vs transitive dependencies conceptually.,ALWAYS_ON,WORKING_KNOWLEDGE,cf-build-system,PRIMARY,PyPA,Dependency resolution (pip),documentation,https://pip.pypa.io/en/stable/topics/dependency-resolution/,EXACT,ARTICLE_SECTION,,,20,Dependency resolution,Dependency resolution,20,MEDIUM,VERIFIED_COVERAGE,dependency-direct-transitive,SELF_REFLECTION,3,,,6,,1d→3d→7d→14d→30d adaptive
CS Foundations,cf-problem-decomposition,Problem decomposition,cf-problem-decomposition-core,Problem decomposition,Break a worded problem into smaller parts.,CORE,WORKING_KNOWLEDGE,,PRIMARY,CS50x,"CS50x 2026 Week 0 (computational thinking, I/O)",interactive_tutorial,https://cs50.harvard.edu/x/weeks/0/,EXACT,ARTICLE_SECTION,,,20,0,0,20,LOW,VERIFIED_COVERAGE,decomposition-break-down;decomposition-steps,SELF_REFLECTION,3,,,6,,1d→3d→7d→14d→30d adaptive
CS Foundations,cf-pseudocode,Pseudocode,cf-pseudocode-core,Pseudocode,Write language-agnostic steps for a small algorithm.,CORE,WORKING_KNOWLEDGE,cf-problem-decomposition,PRIMARY,CS50x,CS50x 2026 Week 0 (pseudocode),interactive_tutorial,https://cs50.harvard.edu/x/weeks/0/,EXACT,ARTICLE_SECTION,,,20,0,0,20,LOW,VERIFIED_COVERAGE,pseudocode-plan;pseudocode-readable,SELF_REFLECTION,3,,,6,,1d→3d→7d→14d→30d adaptive
CS Foundations,cf-algorithms,Algorithms,cf-algorithms-core,Algorithms,Define an algorithm as a finite unambiguous procedure.,CORE,WORKING_KNOWLEDGE,cf-pseudocode,PRIMARY,CS50x,"CS50x 2026 Week 0 (algorithms, running times)",interactive_tutorial,https://cs50.harvard.edu/x/weeks/0/,EXACT,ARTICLE_SECTION,,,20,0,0,20,LOW,VERIFIED_COVERAGE,algorithm-steps;algorithm-correctness,SELF_REFLECTION,3,,,6,,1d→3d→7d→14d→30d adaptive
CS Foundations,cf-dry-runs,Dry runs,cf-dry-runs-core,Dry runs,Trace an algorithm on a small input by hand.,CORE,WORKING_KNOWLEDGE,cf-algorithms,PRIMARY,GeeksforGeeks,GFG — Dry Run in Software Engineering,documentation,https://www.geeksforgeeks.org/dry-run-in-software-engineering/,EXACT,ARTICLE_SECTION,,,18,dry-run-in-software-engineering,dry-run-in-software-engineering,18,MEDIUM,VERIFIED_COVERAGE,dry-run-trace;dry-run-table,SELF_REFLECTION,3,,,6,,1d→3d→7d→14d→30d adaptive
CS Foundations,cf-edge-cases,Edge cases,cf-edge-cases-core,Edge cases,"List empty, one-element, and extreme inputs.",CORE,WORKING_KNOWLEDGE,cf-dry-runs,PRIMARY,GeeksforGeeks,GFG — Edge Cases in Software Testing,documentation,https://www.geeksforgeeks.org/edge-cases-in-software-engineering/,EXACT,ARTICLE_SECTION,,,18,edge-cases-in-software-engineering,edge-cases-in-software-engineering,18,MEDIUM,VERIFIED_COVERAGE,edge-unusual-valid;edge-empty-boundary,SELF_REFLECTION,3,,,6,,1d→3d→7d→14d→30d adaptive
CS Foundations,cf-debugging-thinking,Debugging,cf-debugging-thinking-core,Debugging,Use a hypothesis-driven debugging loop.,ALWAYS_ON,WORKING_KNOWLEDGE,cf-edge-cases,PRIMARY,MIT Missing Semester 2026,MIT Missing Semester 2026 — Debugging and Profiling,article,https://missing.csail.mit.edu/2026/debugging-profiling/,EXACT,ARTICLE_SECTION,,,20,debugging-profiling,debugging-profiling,20,LOW,VERIFIED_COVERAGE,debugging-systematic;debugging-logic,SELF_REFLECTION,3,,,6,,1d→3d→7d→14d→30d adaptive
CS Foundations,cf-time-complexity-intro,Time complexity introduction,cf-time-complexity-intro-core,Time complexity introduction,"Explain big-O as growth rate, not a stopwatch.",CORE,WORKING_KNOWLEDGE,cf-problem-decomposition,PRIMARY,CS50x,CS50x 2026 Week 0 (running times),interactive_tutorial,https://cs50.harvard.edu/x/weeks/0/,EXACT,ARTICLE_SECTION,,,20,0,0,20,MEDIUM,VERIFIED_COVERAGE,time-complexity-bigO;time-common;time-counting,SELF_REFLECTION,3,,,6,,1d→3d→7d→14d→30d adaptive
CS Foundations,cf-space-complexity-intro,Space complexity introduction,cf-space-complexity-intro-core,Space complexity introduction,Explain extra memory vs in-place use at a high level.,CORE,WORKING_KNOWLEDGE,cf-time-complexity-intro,PRIMARY,GeeksforGeeks,Space Complexity,documentation,https://www.geeksforgeeks.org/gfact-51-space-complexity/,EXACT,ARTICLE_SECTION,,,18,Space complexity,Space complexity,18,MEDIUM,VERIFIED_COVERAGE,space-complexity;space-O-classes,SELF_REFLECTION,3,,,6,,1d→3d→7d→14d→30d adaptive
Java,java-jdk-jre,JDK and JRE,java-jdk-jre-core,JDK and JRE,Install a current JDK and explain JDK vs JRE vs JVM.,CORE,STRONG,cf-space-complexity-intro,PRIMARY,Dev.java,Getting Started with Java (JDK setup),documentation,https://dev.java/learn/getting-started/,EXACT,ARTICLE_SECTION,,,26,getting-started,getting-started,26,MEDIUM,VERIFIED_COVERAGE,java-jdk-jre-jdk-and-jre;java-jdk-jre-install-a-current-jdk-and-explain-jdk-vs,SELF_REFLECTION,1,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-first-program,First program,java-first-program-core,First program,"Write, compile, and run a single-class Java program with a main method.",CORE,STRONG,java-jdk-jre,PRIMARY,Dev.java,Getting Started with Java,documentation,https://dev.java/learn/getting-started/,EXACT,ARTICLE_SECTION,,,26,Getting Started with Java,Getting Started with Java,26,MEDIUM,VERIFIED_COVERAGE,java-first-program-first-program;java-first-program-write-compile-and-run-a-single-class-jav,SELF_REFLECTION,1,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-compile-and-run,Compile and run,java-compile-and-run-core,Compile and run,Use javac/java (or equivalent) reliably and explain .java vs .class.,CORE,STRONG,java-first-program,PRIMARY,Dev.java,Launching simple source-code programs,documentation,https://dev.java/learn/launch-simple-source-code-programs/,EXACT,ARTICLE_SECTION,,,10,launch-simple-source-code-programs,launch-simple-source-code-programs,10,MEDIUM,VERIFIED_COVERAGE,java-compile-and-run-compile-and-run;java-compile-and-run-javac-java-or-equivalent-reliably-and-ex,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-primitives,Primitives,java-primitives-core,Primitives,"Declare, initialize, and choose Java primitive types; distinguish them from String and other references.",CORE,STRONG,java-compile-and-run,PRIMARY,Dev.java,Creating primitive type variables,documentation,https://dev.java/learn/language-basics/primitive-types/,EXACT,ARTICLE_SECTION,,,16,Creating primitive type variables,Creating primitive type variables,16,MEDIUM,VERIFIED_COVERAGE,java-primitives-primitives;java-primitives-declare-initialize-and-choose-java-primi,SELF_REFLECTION,3,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-type-conversion,Type conversion,java-type-conversion-core,Type conversion,Apply widening and narrowing conversions and explain overflow.,CORE,STRONG,java-primitives,PRIMARY,Dev.java,Primitive types,documentation,https://docs.oracle.com/javase/tutorial/java/nutsandbolts/datatypes.html,EXACT,ARTICLE_SECTION,,,18,Primitive types and conversions,Primitive types and conversions,18,MEDIUM,VERIFIED_COVERAGE,java-type-conversion-type-conversion;java-type-conversion-widening-and-narrowing-conversions-and-e,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-console-io,Console input and output,java-console-io-core,Console input and output,"Read console input, validate it, and print formatted results in a small interactive loop.",CORE,STRONG,java-type-conversion,PRIMARY,University of Helsinki,Helsinki Part 1 — Reading input,interactive_tutorial,https://java-programming.mooc.fi/part-1/3-reading/,EXACT,ARTICLE_SECTION,,,17,3-reading,3-reading,17,MEDIUM,VERIFIED_COVERAGE,java-console-io-console-input-and-output;java-console-io-read-console-input-validate-it-and-print,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-operators,Operators,java-operators-core,Operators,"Predict arithmetic, comparison, logical, assignment, increment, ternary, and short-circuit behavior.",CORE,STRONG,java-console-io,PRIMARY,Dev.java,Using operators,documentation,https://dev.java/learn/language-basics/using-operators/,EXACT,ARTICLE_SECTION,,,14,using-operators,using-operators,14,MEDIUM,VERIFIED_COVERAGE,java-operators-operators;java-operators-predict-arithmetic-comparison-logical-as,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-if-else,if/else,java-if-else-core,if/else,"Branch with if/else, including nested conditions, without unreadable ladders.",CORE,STRONG,java-operators,PRIMARY,Dev.java,Control flow statements,documentation,https://dev.java/learn/language-basics/controlling-flow/,EXACT,ARTICLE_SECTION,,,15,Control flow statements,Control flow statements,15,MEDIUM,VERIFIED_COVERAGE,java-if-else-if-else;java-if-else-branch-with-if-else-including-nested-con,SELF_REFLECTION,3,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-switch,switch,java-switch-core,switch,Use switch statements and modern switch expressions; know when if/else is clearer.,CORE,STRONG,java-if-else,PRIMARY,Dev.java,Branching with switch statements,documentation,https://dev.java/learn/language-basics/switch-statement/,EXACT,ARTICLE_SECTION,,,10,switch-statement,switch-statement,10,MEDIUM,VERIFIED_COVERAGE,java-switch-switch;java-switch-switch-statements-and-modern-switch-expr,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-loops,Loops,java-loops-core,Loops,"Choose for, while, and do-while; write validation loops and controlled iteration.",CORE,STRONG,java-switch,PRIMARY,Dev.java,Control flow statements,documentation,https://dev.java/learn/language-basics/controlling-flow/,EXACT,ARTICLE_SECTION,,,15,Control flow statements,Control flow statements,15,MEDIUM,VERIFIED_COVERAGE,java-loops-loops;java-loops-choose-for-while-and-do-while-write-vali,SELF_REFLECTION,3,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-break-continue,break and continue,java-break-continue-core,break and continue,Use break and continue deliberately; avoid using them to hide messy structure.,CORE,STRONG,java-loops,PRIMARY,Dev.java,Control flow statements,documentation,https://dev.java/learn/language-basics/controlling-flow/,EXACT,ARTICLE_SECTION,,,15,controlling-flow,controlling-flow,15,MEDIUM,VERIFIED_COVERAGE,java-break-continue-break-and-continue;java-break-continue-break-and-continue-deliberately-avoid-us,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-method-basics,Method basics,java-method-basics-core,Method basics,Declare methods with parameters and return values; explain Java pass-by-value; refactor a monolithic main.,CORE,STRONG,java-break-continue,PRIMARY,Dev.java,Defining methods,documentation,https://dev.java/learn/classes-objects/defining-methods/,EXACT,ARTICLE_SECTION,,,10,Defining methods,Defining methods,10,MEDIUM,VERIFIED_COVERAGE,java-method-basics-method-basics;java-method-basics-declare-methods-with-parameters-and-retu,SELF_REFLECTION,3,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-overloading,Overloading,java-overloading-core,Overloading,Overload methods by parameter lists and explain that return type alone is not enough.,CORE,STRONG,java-method-basics,PRIMARY,Dev.java,Defining methods,documentation,https://dev.java/learn/classes-objects/defining-methods/,EXACT,ARTICLE_SECTION,,,10,Defining methods,Defining methods,10,MEDIUM,VERIFIED_COVERAGE,java-overloading-overloading;java-overloading-overload-methods-by-parameter-lists-and,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-scope,Scope,java-scope-core,Scope,Reason about local vs parameter vs class-level variables and shadowing.,CORE,STRONG,java-overloading,PRIMARY,Dev.java,Creating variables and naming them,documentation,https://dev.java/learn/language-basics/variables/,EXACT,ARTICLE_SECTION,,,11,variables,variables,11,MEDIUM,VERIFIED_COVERAGE,java-scope-scope;java-scope-reason-about-local-vs-parameter-vs-class,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-arrays,Arrays,java-arrays-core,Arrays,"Allocate, index, traverse, and modify Java arrays, including bounds, references, and simple complexity.",CORE,STRONG,java-scope,PRIMARY,Dev.java,Creating arrays,documentation,https://dev.java/learn/language-basics/arrays/,EXACT,ARTICLE_SECTION,,,16,Creating arrays,Creating arrays,16,MEDIUM,VERIFIED_COVERAGE,java-arrays-arrays;java-arrays-allocate-index-traverse-and-modify-java,SELF_REFLECTION,3,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-strings,Strings,java-strings-core,Strings,"Use String immutability, content comparison, and common parsing/transform operations.",CORE,STRONG,java-arrays,PRIMARY,Dev.java,Strings,documentation,https://dev.java/learn/numbers-strings/strings/,EXACT,ARTICLE_SECTION,,,21,Strings,Strings,21,MEDIUM,VERIFIED_COVERAGE,java-strings-strings;java-strings-string-immutability-content-comparison-a,SELF_REFLECTION,3,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-stringbuilder,StringBuilder,java-stringbuilder-core,StringBuilder,Build strings efficiently with StringBuilder and know when String is enough.,CORE,STRONG,java-strings,PRIMARY,Dev.java,String builders,documentation,https://dev.java/learn/numbers-strings/string-builders/,EXACT,ARTICLE_SECTION,,,11,string-builders,string-builders,11,MEDIUM,VERIFIED_COVERAGE,java-stringbuilder-stringbuilder;java-stringbuilder-strings-efficiently-with-stringbuilder-a,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-classes-objects,Classes and objects,java-classes-objects-core,Classes and objects,Define a class with state and behavior and construct objects with new.,CORE,STRONG,java-stringbuilder,PRIMARY,Dev.java,Creating classes,documentation,https://dev.java/learn/classes-objects/creating-classes/,EXACT,ARTICLE_SECTION,,,10,Creating classes,Creating classes,10,MEDIUM,VERIFIED_COVERAGE,java-classes-objects-classes-and-objects;java-classes-objects-define-a-class-with-state-and-behavior-a,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-references,References,java-references-core,References,"Explain Java references, aliasing, null, and pass-by-value of references; predict mutation.",CORE,STRONG,java-classes-objects,PRIMARY,Dev.java,Creating and using objects,documentation,https://dev.java/learn/classes-objects/creating-objects/,EXACT,ARTICLE_SECTION,,,16,Creating and using objects,Creating and using objects,16,MEDIUM,VERIFIED_COVERAGE,java-references-references;java-references-java-references-aliasing-null-and-pass-b,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-constructors,Constructors,java-constructors-core,Constructors,"Write constructors, overload them, and chain with this(...).",CORE,STRONG,java-references,PRIMARY,Dev.java,Providing constructors,documentation,https://dev.java/learn/classes-objects/defining-constructors/,EXACT,ARTICLE_SECTION,,,10,defining-constructors,defining-constructors,10,MEDIUM,VERIFIED_COVERAGE,java-constructors-constructors;java-constructors-write-constructors-overload-them-and-cha,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-encapsulation,Encapsulation,java-encapsulation-core,Encapsulation,"Hide representation, protect invariants, and use accessors only when they earn their keep.",CORE,STRONG,java-constructors,PRIMARY,Dev.java,"More on classes (this, access control)",documentation,https://docs.oracle.com/javase/tutorial/java/javaOO/accesscontrol.html,EXACT,ARTICLE_SECTION,,,10,Controlling Access to Members of a Class,Controlling Access to Members of a Class,10,MEDIUM,VERIFIED_COVERAGE,java-encapsulation-encapsulation;java-encapsulation-hide-representation-protect-invariants-a,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-inheritance,Inheritance,java-inheritance-core,Inheritance,Extend a class with super/override and judge when composition is the better is-a vs has-a choice.,CORE,STRONG,java-encapsulation,PRIMARY,Dev.java,What is inheritance?,documentation,https://dev.java/learn/inheritance/what-is-inheritance/,EXACT,ARTICLE_SECTION,,,14,What is inheritance?,What is inheritance?,14,MEDIUM,VERIFIED_COVERAGE,java-inheritance-inheritance;java-inheritance-extend-a-class-with-super-override-and-j,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-polymorphism,Polymorphism,java-polymorphism-core,Polymorphism,Call overridden methods through a supertype and explain compile-time types vs runtime dispatch.,CORE,STRONG,java-inheritance,PRIMARY,Dev.java,Polymorphism,documentation,https://dev.java/learn/inheritance/polymorphism/,EXACT,ARTICLE_SECTION,,,11,Polymorphism,Polymorphism,11,MEDIUM,VERIFIED_COVERAGE,java-polymorphism-polymorphism;java-polymorphism-call-overridden-methods-through-a-supert,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-abstract-classes,Abstract classes,java-abstract-classes-core,Abstract classes,Declare abstract classes/methods and know when an interface is the better abstraction.,CORE,STRONG,java-polymorphism,PRIMARY,Dev.java,Abstract classes,documentation,https://dev.java/learn/inheritance/abstract-classes/,EXACT,ARTICLE_SECTION,,,11,abstract-classes,abstract-classes,11,MEDIUM,VERIFIED_COVERAGE,java-abstract-classes-abstract-classes;java-abstract-classes-declare-abstract-classes-methods-and-kno,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
